id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,white_username,black_username,source
NiDuiCut,True,1502682186755.0,1502683563162.0,64,mate,black,15+0,capablanca93,1840,chesspopper88,1972,e4 c5 c3 d5 exd5 Qxd5 Nf3 Nf6 Be2 Nc6 O-O e6 d4 cxd4 cxd4 Be7 Nc3 Qd6 Nb5 Qd8 Bf4 Nd5 Bg3 a6 Na3 Bxa3 bxa3 Qe7 Qb3 Na5 Qb2 b5 Ne5 O-O Rac1 Nc4 Nxc4 bxc4 Rxc4 a5 Rfc1 Ba6 Rc6 Bxe2 Qxe2 Rfd8 Bd6 Rxd6 Rxd6 Qxd6 Qc4 Qxa3 h4 g6 g4 Nf4 Rc3 Qxc3 Qb5 Qe1+ Kh2 Qxf2+ Kh1 Qg2#,B22,Sicilian Defense: Alapin Variation |  Barmen Defense,6,capablanca93,chesspopper88,lichess
LR0b7TSy,True,1502678458072.0,1502679962367.0,144,draw,draw,10+5,gladiatorwess,1792,chesspopper88,1977,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O Nf3 b6 Bg5 Bb7 e3 c5 Bd3 d5 O-O h6 Bh4 Nc6 dxc5 bxc5 Qb3 Na5 Qb5 dxc4 Bxc4 Nxc4 Qxb7 Qb6 Qxb6 axb6 Bxf6 gxf6 a4 Ra5 Ra2 b5 Rfa1 Rfa8 Nd2 Nxd2 Rxd2 Rxa4 Rxa4 Rxa4 g3 b4 cxb4 cxb4 Rb2 Kf8 Kf1 Ke7 Ke2 Kd6 Kd3 Kc5 Rc2+ Kb5 Rc7 Ra3+ Kc2 b3+ Kb2 Ra2+ Kxb3 Rxf2 Rxf7 f5 Rf6 Rxh2 Rxe6 Re2 Re5+ Kb6 Kc3 Kc6 Kd3 Rh2 Rxf5 Rh3 Rf6+ Kd5 e4+ Ke5 Rf5+ Ke6 Rf3 h5 Ke3 h4 g4 Rh1 Kf4 Kf6 g5+ Kg6 Kg4 Rg1+ Kxh4 Rxg5 Rg3 Rxg3 Kxg3 Kf6 Kf4 Ke6 e5 Ke7 Kg5 Ke6 Kf4 Ke7 Kf5 Kf7 Kf4 Ke6 Ke4 Ke7 Kd5 Kd7 e6+ Ke7 Ke5 Ke8 Kd5 Ke7 Ke5 Ke8 Kd6 Kd8 Kc6 Ke7 Kd5 Ke8 Kd6 Kd8 e7+ Ke8 Kc7 Kxe7,E27,Nimzo-Indian Defense: Saemisch Variation,10,gladiatorwess,chesspopper88,lichess
IyaHsNh3,True,1502676421469.0,1502677651838.0,108,outoftime,black,10+0,chesspopper88,1990,jorgedelfuego,1913,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Bb5 Bd7 Nc3 Nf6 O-O a6 Nxc6 bxc6 Bc4 e5 Bg5 h6 Bh4 g5 Bg3 Be6 Bxe6 fxe6 Qd3 Be7 Rad1 O-O Ne2 Qa5 a3 Rab8 b4 Qc7 Qxa6 Ra8 Qd3 Ra7 Qb3 d5 Nc3 Rfa8 a4 Nh5 Rfe1 Nf4 Bxf4 gxf4 exd5 exd5 b5 cxb5 Nxb5 Qb6 Nxa7 Qxb3 cxb3 Rxa7 Rxd5 Bf6 Rb1 Kf7 a5 Ke6 Rc5 Kd6 Rbc1 Bg5 Rc6+ Kd5 R6c2 Rb7 Rd1+ Ke6 Rc6+ Ke7 a6 Ra7 Rb6 Kf7 Rd5 h5 Rc5 Kg7 Rcc6 e4 Rb7+ Rxb7 axb7 e3 b8=Q exf2+ Kxf2 Bh4+ Kg1 Bf6 Kf1 Kg6 Qc7 f3 Qd7 fxg2+ Kxg2 h4 Qd6 h3+,B32,Sicilian Defense: Open #3,7,chesspopper88,jorgedelfuego,lichess
9vNnlHMN,True,1502673830118.0,1502674346792.0,34,resign,black,10+0,chesspopper88,2001,warumer,2006,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Nc6 O-O Be7 Re1 Nf6 Bb5 O-O Bxc6 bxc6 Ne5 Bb7 Bf4 c5 dxc5 Bxc5 Nd3 Bb6 b4 Ne4 a4 Qf6 g3 Qxa1,C42,Russian Game: Classical Attack |  Chigorin Variation,15,chesspopper88,warumer,lichess
f5qrxixx,True,1502673440649.0,1502673811646.0,38,resign,black,10+0,warumer,2019,chesspopper88,1989,e4 e5 f4 Bc5 Nf3 d6 Nc3 Nf6 Bc4 Nc6 d3 Bg4 Na4 Bb6 Nxb6 axb6 O-O Bxf3 Rxf3 O-O a3 b5 Ba2 b4 f5 bxa3 bxa3 d5 Qe1 dxe4 dxe4 Qd4+ Be3 Qxe4 Qg3 Nd4 Bxd4 Qxd4+,C30,King's Gambit Declined |  Classical Variation,4,warumer,chesspopper88,lichess
APEvwy9z,True,1502665254964.0,1502666472372.0,131,resign,white,6+10,chesspopper88,1981,chessdaddy53,1865,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O Nf3 Ne4 Nxe4 dxe4 Bxe7 Qxe7 Nd2 f5 Qb3 b6 Rc1 Nc6 d5 exd5 cxd5 Na5 d6+ Nxb3 dxe7 Re8 Nxb3 Rxe7 Bc4+ Kf8 Bd5 Rb8 Nd4 Rd7 Be6 Rd6 Bxf5 Bxf5 Nxf5 Rd7 Nd4 c5 Nc6 Rc8 Ne5 Re7 Nc4 b5 Nd6 Rc6 Nxb5 Rb7 a4 a6 Na3 Rxb2 Rc2 Rb3 Ra2 c4 O-O c3 Rc1 g5 h3 Kg7 Raa1 h5 Rcb1 Rcb6 Rxb3 Rxb3 Nc2 Rb2 Nd4 c2 Kh2 Rb1 Nxc2 Rb2 Rc1 Ra2 Nd4 Rxa4 Ne6+ Kf6 Nc5 Ra2 Nxe4+ Kf5 f3 a5 Rd1 a4 Rd2 Ra1 g4+ hxg4 hxg4+ Ke5 Nc3 a3 Ra2 Rxa2+ Nxa2 Kd5 Kg3 Kc4 f4 gxf4+ exf4 Kb3 Nc1+ Kb2 Nd3+ Kc3 Nc1 Kb2 f5 Kxc1 f6 a2 f7 a1=Q f8=Q Qe5+ Qf4+,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,11,chesspopper88,chessdaddy53,lichess
ualgshKC,True,1502645930500.0,1502647125973.0,58,resign,black,15+5,zaychik13,1878,chesspopper88,1973,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 d4 Nxd4 Nxd4 exd4 Qxd4 c5 Bxf7+ Kxf7 Qd3 Bb7 Bf4 Re8 Nd2 d5 e5 Ne4 Qh3 Nxd2 e6+ Kg8 Bxd2 Bg5 e7 Bxe7 Qg3 Qd6 Bf4 Qg6 Qh3 Bf6 Qd7 Rxe1+ Rxe1 Qf7 Qd6 Qf8 Qc7 Qc8 Qb6 Qc6 Qa5 b4 a3 Bd8,C88,Ruy Lopez: Noah's Ark Trap,20,zaychik13,chesspopper88,lichess
aKTA0hwo,True,1502605315089.0,1502605523501.0,24,resign,black,10+0,chesspopper88,1987,arthana,1883,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 b5 a3 Bb7 Bd3 Ne7 O-O Ng6 e5 Bc5 Bxg6 hxg6 b4 Qh4 h3 Bxd4,B43,Sicilian Defense: Kan Variation |  Wing Attack,10,chesspopper88,arthana,lichess
N88IVgB5,True,1502604421618.0,1502605189469.0,63,resign,white,10+0,chesspopper88,1977,discalie,1948,d4 d5 c4 c6 Nf3 Nf6 Nc3 Nbd7 cxd5 Nxd5 e4 Nxc3 bxc3 Nf6 e5 Nd5 c4 Nb6 Bd3 Bg4 Be3 e6 h3 Bh5 Qc2 Bb4+ Nd2 Bxd2+ Kxd2 Bg6 Bxg6 hxg6 c5 Nd5 Ke2 b5 cxb6 Qxb6 Rhc1 Rc8 Rab1 Qa6+ Qc4 Qxc4+ Rxc4 Kf8 Rbc1 Ne7 Bg5 Rh5 Bxe7+ Kxe7 Rxc6 Rxc6 Rxc6 Rg5 g4 f5 f4 fxg4 fxg5 gxh3 Rc1,D15,Slav Defense: Three Knights Variation,7,chesspopper88,discalie,lichess
RSWn3dym,True,1504109904617.0,1504113624231.0,77,resign,white,30+30,kferapont,2131,trexchess,2103,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 N1c3 a6 Na3 Be7 Bd3 Be6 Nd5 Nf6 c4 O-O O-O Nd7 f4 f5 Kh1 Nc5 exf5 Nxd3 fxe6 Nc5 f5 Bg5 Qg4 Bxc1 Raxc1 Nd4 e7 Qd7 exf8=Q+ Rxf8 Rc3 b5 cxb5 axb5 b4 Nce6 h3 Qb7 Qe4 Qf7 f6 Ng5 Ne7+ Kh8 fxg7+ Qxg7 Rxf8+ Qxf8 Qb7 Qf1+ Kh2 Qf4+ Rg3 Ne2 Qc8+ Kg7 Qg8+ Kh6 Qxg5+ Qxg5 Rxg5 Kxg5 Nxb5 e4 Nxd6 e3 Nd5,B32,Sicilian Defense: Kalashnikov Variation,10,kferapont,trexchess,lichess
pDADqjxu,True,1503590567698.0,1503594851241.0,68,resign,black,30+30,kferapont,2144,wardsstone,2079,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ngf3 g6 Nf1 cxd4 cxd4 Qb6 Be3 Qxb2 a3 Qc3+ Ke2 Bg7 N1d2 Qa5 Qc2 O-O g4 f6 exf6 Nxf6 h4 Nxg4 h5 Nxe3 fxe3 e5 Bxg6 e4 Bxh7+ Kxh7 h6 Qa6+ Kf2 Bf6 Nxe4 dxe4 Qxe4+ Kh8 Rhg1 Ne7 Rg7 Nf5 Ne5 Bxe5 Qxe5 Nxg7+ Ke1 Qf1+ Kd2 Rf2+ Kc3 Qxa1+ Kb4 Qb2+ Ka4 Bd7+,C05,French Defense: Tarrasch Variation |  Closed Variation #2,12,kferapont,wardsstone,lichess
NDwH13XO,True,1503255611694.0,1503259836256.0,78,resign,black,30+30,tmaus,2046,kferapont,2136,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 Na6 Qd2 e5 d5 Nc5 b4 Ncxe4 Nxe4 Nxe4 Bxd8 Nxd2 Bxc7 Ne4 f3 Nc3 Bxd6 Re8 Kd2 e4 Rc1 Nxa2 Rc2 e3+ Ke1 Bc3+ Kd1 Bxb4 Bxb4 Nxb4 Rc3 a5 Bd3 Nxd3 Rxd3 Bf5 Ra3 Rec8 Rxe3 Rxc4 Ne2 Rd8 Nc3 b5 g4 Be6 Rd3 b4 Ne4 Kg7 d6 Bxg4 fxg4 Rxe4 Re1 Rxe1+ Kxe1 Kf8 Kd2 Ke8 Rd5 Ra8 Rb5 Ra6 Rb8+ Kd7 Rb7+ Ke6,E73,King's Indian Defense: Averbakh Variation |  Modern Defense,12,tmaus,kferapont,lichess
Ss4k5BZz,False,1503251152911.0,1503253030370.0,41,resign,white,15+10,kferapont,2136,razorboy,2243,e4 Nf6 Nc3 d5 exd5 Nxd5 g3 e5 Nge2 Nc6 Bg2 Be6 O-O Bc5 Kh1 Qd7 f4 exf4 d4 Bb6 Nxf4 Nxf4 Bxf4 Nxd4 Bxb7 c6 Bxa8 Bd5+ Nxd5 Qxd5+ Rf3 O-O Bb7 Qe4 Kg2 Rd8 Qd3 Qe7 Ba6 Ne2 Qxe2,B02,Alekhine Defense: Scandinavian Variation,4,kferapont,razorboy,lichess
Hl3GZo6c,False,1503064647923.0,1503065740307.0,109,resign,white,5+5,kferapont,2136,benedictine,1931,e4 e5 Nf3 Nc6 Bb5 Nge7 Nc3 g6 d4 exd4 Nd5 Bg7 Bg5 h6 Bf6 Bxf6 Nxf6+ Kf8 Nxd4 d6 O-O Kg7 Nd5 Nxd5 exd5 Ne5 f4 Bg4 Qd2 Nd7 h3 a6 Bd3 h5 Qc3 Kf8 Nc6 Qf6 Qxf6 Nxf6 Nd4 Bd7 f5 g5 Rae1 Kg7 Nf3 Kh6 Re7 Rhf8 c4 Rae8 Rfe1 g4 hxg4 hxg4 Nd4 Kg7 Kf2 Rxe7 Rxe7 Re8 Rxe8 Bxe8 Kg3 Bd7 Kf4 Kh6 b4 Ba4 Be2 Bd7 Bxg4 Ba4 Be2 Bd7 g4 Kg7 g5 Ne8 c5 Ba4 cxd6 Nxd6 f6+ Kf8 Nf5 Nxf5 Kxf5 Bd7+ Ke5 Bh3 a3 Ke8 Bd3 Kd7 Bf5+ Bxf5 Kxf5 Ke8 Ke5 Kf8 d6 cxd6+ Kxd6 Ke8 Kc7 b5 Kb6,C60,Ruy Lopez: Cozio Defense |  Paulsen Variation,8,kferapont,benedictine,lichess
pbn8kiG5,False,1503064108783.0,1503064426533.0,30,mate,black,5+5,benedictine,1931,kferapont,2136,e4 e5 Nf3 Nc6 c3 d5 exd5 Qxd5 Qa4 Bd7 Bc4 Qc5 Qb3 Nh6 d4 exd4 Bxh6 Qe7+ Be2 d3 Be3 dxe2 Kxe2 O-O-O Re1 Bg4 Nd2 Qd7 Rad1 Qd3#,C44,Ponziani Opening,5,benedictine,kferapont,lichess
ldhTrMwX,False,1503063772587.0,1503064075133.0,33,resign,white,5+5,kferapont,2136,benedictine,1931,e4 e5 Nf3 Nc6 Bb5 Nge7 Nc3 g6 d4 exd4 Nxd4 Bg7 Be3 O-O h4 d6 h5 a6 Bc4 Ne5 Bb3 b5 hxg6 hxg6 Qd2 Nc4 Bxc4 bxc4 Bh6 Bg4 Bxg7 Be6 Qh6,C60,Ruy Lopez: Cozio Defense |  Paulsen Variation,8,kferapont,benedictine,lichess
HZTniDNC,False,1503063242111.0,1503063723199.0,43,resign,white,5+5,benedictine,1931,kferapont,2136,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 a3 g6 O-O Bg7 Be3 Ng4 Bd2 O-O h3 Nf6 Nc3 Nh5 Nh2 Nf4 Nd5 Nxd5 Bxd5 Ne7 Ba2 c6 f4 exf4 Bxf4 Bxb2 Bxh6 Bg7 Bxg7 Kxg7 Qf3 d5 Qf6+ Kg8 Rf4 Be6 Rh4,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7,benedictine,kferapont,lichess
vSuqSvzd,False,1503062405747.0,1503063225710.0,72,resign,black,5+5,kferapont,2136,benedictine,1931,e4 e5 Nf3 Nc6 Bb5 Nge7 Nc3 g6 d4 exd4 Nxd4 Bg7 Be3 O-O Qd2 d6 O-O-O a6 Bc4 b5 Bb3 b4 Nd5 a5 Ba4 Ne5 b3 Nxd5 exd5 Bd7 Bxd7 Qxd7 Bh6 Rfb8 Bxg7 Kxg7 f4 Ng4 h3 Nf6 Nc6 Re8 g4 Ne4 Qd4+ Kg8 f5 Nc3 fxg6 hxg6 h4 Ne2+ Kb2 Nxd4 Rxd4 Re2 h5 g5 h6 Kh7 Rf1 Qe8 Rd3 Qh8+ Kb1 Kg6 Nd4 Rae8 Rdf3 Re1+ Rxe1 Rxe1+,C60,Ruy Lopez: Cozio Defense |  Paulsen Variation,8,kferapont,benedictine,lichess
n0SgVHUU,True,1503004043737.0,1503012977128.0,109,resign,white,60+30,kferapont,2123,eintaluj,2214,e4 e5 Nf3 Nc6 Bb5 Nge7 Nc3 a6 Bc4 Ng6 a3 Bc5 d3 Nh4 Ng5 Nxg2+ Kf1 Qf6 Qe2 d5 Nxd5 Qg6 Nxc7+ Kd8 Nxa8 Nd4 Nxf7+ Qxf7 Bxf7 Nxe2 Bg5+ Be7 Bxe7+ Kxe7 Kxe2 Kxf7 Nb6 Be6 Rhg1 Nf4+ Ke3 h6 d4 g5 dxe5 Ng6 Rad1 Re8 Nd7 Re7 Nc5 Bc8 e6+ Kf6 Rd5 b6 Nd7+ Kxe6 Nxb6 Bb7 Rd4 Ne5 Rgd1 Rf7 Rd6+ Ke7 Rd7+ Nxd7 Rxd7+ Ke6 Rxf7 Kxf7 f3 Ke6 b4 Bc6 c4 Ke5 a4 h5 b5 axb5 cxb5 Be8 Nc4+ Ke6 b6 Kd7 a5 Kc6 a6 h4 f4 g4 b7 Kc7 a7 Kxb7 Nd6+ Kxa7 Nxe8 Kb6 Nf6 g3 hxg3 hxg3 Kf3 Kc5 Kxg3,C60,Ruy Lopez: Cozio Defense,6,kferapont,eintaluj,lichess
OAvWzvjS,True,1502920976411.0,1502923082366.0,100,resign,black,15+10,alekc31,2004,kferapont,2115,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bd3 O-O Nge2 e5 d5 Na6 a3 Nc5 Bc2 a5 Be3 Ng4 Bxc5 dxc5 h3 Nh6 Qd2 f5 O-O-O Nf7 Kb1 Nd6 Bd3 b5 cxb5 c4 Bc2 fxe4 Bxe4 Rb8 a4 Rxf2 Rdf1 Qh4 Rxf2 Qxf2 g4 Nxe4 Nxe4 Qg2 N2g3 Qxd2 Nxd2 Bb7 Rc1 Bh6 Nge4 Kf7 g5 Bf8 Nxc4 Bxd5 Nf6 Bxc4 Rxc4 Bd6 Rh4 Rh8 Rxh7+ Rxh7 Nxh7 Be7 Kc2 Kg7 Nf6 Bxf6 gxf6+ Kxf6 Kc3 e4 Kd4 Kf5 Ke3 Ke5 h4 Kf5 b4 axb4 a5 b3 a6 b2 a7 b1=Q a8=Q Qd3+ Kf2 e3+ Kg1 Qd1+ Kg2 Qg4+,E77,King's Indian Defense: Six Pawns Attack,8,alekc31,kferapont,lichess
Prh2FiPz,True,1502918724773.0,1502920562864.0,61,resign,white,15+10,kferapont,2108,obi-wan_benoni,1984,e4 e6 d4 d5 Nd2 Be7 Bd3 c5 dxc5 Nf6 e5 Nfd7 Ngf3 O-O b4 a5 c3 b6 Qc2 h6 h4 Ba6 b5 Bc8 c6 Nc5 Bh7+ Kh8 Ng5 Bxg5 hxg5 Qxg5 Nf3 Qxg2 Rh2 Qxf3 Bxh6 gxh6 Rxh6 Qf4 Rh5 Rg8 Bg6+ Kg7 Rh7+ Kf8 Rxf7+ Qxf7 Bxf7 Kxf7 Qh7+ Kf8 O-O-O Nxc6 bxc6 Ba6 Rd4 Ne4 f3 Ng5 Rf4+,C03,French Defense: Tarrasch Variation |  Morozevich Variation,6,kferapont,obi-wan_benoni,lichess
0605aXGr,True,1502545098019.0,1502545872245.0,88,resign,black,10+0,mohamadi46,1935,kferapont,2102,c4 Nf6 d4 g6 Nc3 d6 e4 Bg7 Bd2 O-O Rc1 e5 d5 a5 Nf3 Na6 a3 Nc5 Qc2 a4 h3 Nh5 Be2 Nf4 Bxf4 exf4 O-O f5 Bd3 Nxd3 Qxd3 fxe4 Qxe4 Bf5 Qe2 Qf6 Qd2 g5 Nh2 h5 f3 Rae8 Rfe1 Qd4+ Qxd4 Bxd4+ Kh1 Bd7 Nf1 Kf7 Nd2 Be3 Rcd1 g4 Kh2 g3+ Kh1 Bxd2 Rxe8 Rxe8 Ne4 Be3 Rb1 Bf5 b4 Bxe4 fxe4 Rxe4 c5 Rc4 cxd6 cxd6 h4 Rc1+ Rxc1 Bxc1 Kg1 Bxa3 b5 Bc5+ Kf1 a3 Ke2 a2 Kd2 a1=Q Kd3 Qd4+,E77,King's Indian Defense: Six Pawns Attack,8,mohamadi46,kferapont,lichess
52TB613t,True,1502540416865.0,1502544698375.0,62,resign,black,30+30,kferapont,2109,goodboybishop,2240,e4 d5 exd5 Qxd5 Nc3 Qd6 g3 Nf6 Bg2 c6 Nge2 e5 d3 Be7 h3 Be6 a4 a5 O-O Na6 f4 Nb4 fxe5 Qxe5 Bf4 Qc5+ Kh2 h5 Qd2 h4 g4 Nfd5 d4 Qb6 Rae1 O-O-O Ne4 Nxf4 Qxf4 Nxc2 Rc1 Nxd4 Nxd4 Rxd4 Kh1 Rhd8 Qf3 Rxa4 Rc2 Rb4 Rfc1 Rxb2 Rxb2 Qxb2 Qe3 Qd4 Qf3 Bd5 Qf5+ Rd7 Rb1 g6,B01,Scandinavian Defense: Gubinsky-Melts Defense,6,kferapont,goodboybishop,lichess
YCi73cDU,True,1502104462953.0,1502110560419.0,122,resign,black,30+30,superswaggin,1902,kferapont,2104,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Nf3 e5 O-O Na6 a3 Qe8 d5 Nc5 Qc2 a5 Be3 a4 Bxc5 dxc5 Nb5 Qe7 Rfd1 Ne8 Nc3 Nd6 b4 axb3 Qxb3 f5 Bd3 fxe4 Bxe4 Bg4 Rd3 b5 Nd2 bxc4 Nxc4 Rfb8 Qa2 Bf5 Nxd6 cxd6 Qc2 Rb4 Bxf5 gxf5 a4 e4 Rh3 Rab8 Rc1 Rb2 Qd1 Bxc3 Rhxc3 Qh4 g3 Qh6 Ra1 Qg7 Rac1 Qh6 Ra1 Rd2 Qe1 Rbb2 a5 Rxf2 Qxf2 Rxf2 Kxf2 Qxh2+ Ke3 Qxg3+ Kd2 Qf2+ Kc1 Qe1+ Kb2 Qd2+ Rc2 Qb4+ Kc1 Qd4 Raa2 Qg1+ Kb2 e3 Ka3 Qb1 Rab2 Qa1+ Ra2 Qd4 Rab2 Qd3+ Ka4 Qxd5 a6 Qa8 Rg2+ Kf8 Ka5 Qd8+ Ka4 Qh4+ Ka5 Qd8+ Ka4 f4 Rh2 Kg8 Rb7 Qe8+ Ka5 e2,E94,King's Indian Defense: Orthodox Variation |  Glek Defense,14,superswaggin,kferapont,lichess
O4doB4iY,True,1502050095771.0,1502050514851.0,32,resign,black,10+0,wizardchess007,1980,kferapont,2097,d4 Nf6 Bf4 g6 Nf3 Bg7 Nc3 d6 Qd2 h6 h4 Nh5 Be3 Nc6 O-O-O b5 Nxb5 Rb8 Nc3 Nb4 Nh2 c5 g4 Nf6 a3 Nbd5 Nxd5 Nxd5 dxc5 Bxb2+ Kb1 Nc3+,A48,London System,5,wizardchess007,kferapont,lichess
0jtMyuKt,False,1501534755934.0,1501546776797.0,79,resign,white,90+30,eintaluj,2204,kferapont,2097,Nf3 Nf6 b3 d6 d4 b6 Bb2 Bb7 e3 g6 Be2 Bg7 O-O O-O Nbd2 e6 c4 Nbd7 Qc2 d5 Rac1 c5 Rfd1 Rc8 Qb1 Re8 dxc5 Nxc5 Qa1 Qe7 cxd5 exd5 Bb5 Red8 h3 Nh5 Bxg7 Nxg7 Nd4 a6 Bf1 Ne4 Qb2 h5 N2f3 g5 g4 hxg4 hxg4 Rd6 Bg2 Re8 Nh2 Rh6 Nf5 Nxf5 gxf5 Qd6 Ng4 Rh4 f3 Qg3 Qe2 Rxg4 fxg4 Nf6 Rd4 Rxe3 Qf2 Nxg4 Qxg3 Rxg3 Rc7 Rxg2+ Kxg2 Ne3+ Kf2 Nxf5 Rg4,A04,Zukertort Opening: Nimzo-Larsen Variation,3,eintaluj,kferapont,lichess
WOaI81Rj,False,1501431371321.0,1501440528410.0,104,resign,black,45+45,kferapont,2097,razorboy,2243,e4 c5 Ne2 Nc6 g3 g6 Bg2 Bg7 O-O e5 c3 Nge7 Na3 O-O Qb3 Rb8 Nc4 d6 Ne3 Be6 Qc2 d5 d3 d4 cxd4 cxd4 Nd1 Nb4 Qb1 Rc8 a3 Nc2 Ra2 Bb3 f4 f6 Bd2 Qe8 Nc1 Bxa2 Nxa2 Qa4 Bh3 Qb3 Nc1 Qb6 Bxc8 Rxc8 fxe5 fxe5 Qa2+ Kh8 Qf7 Ng8 Qd7 Rd8 Qa4 Ne3 Ba5 Qa6 b3 Rc8 Nxe3 dxe3 Bb4 Qb6 Kh1 Qd4 Qb5 Qb2 Bc5 e2 Re1 Qd2 Qb4 Bh6 Qxd2 Bxd2 Rxe2 Bxc1 Bd6 Bg5 Bxe5+ Bf6 Bb2 Rd8 Bxf6+ Nxf6 Re3 Ng4 Rf3 Ne5 Rf2 Rxd3 Rf8+ Kg7 Re8 Kf6 Rf8+ Ke7 Rh8 Rxb3 Rxh7+ Kf6,B20,Sicilian Defense: Keres Variation,3,kferapont,razorboy,lichess
jQgvdXzZ,True,1501113633663.0,1501119265469.0,70,draw,draw,45+45,madatadam,2085,kferapont,2097,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 Bd7 O-O g6 d4 Bg7 d5 Nb8 Bxd7+ Nxd7 c4 a5 Nc3 Ngf6 h3 O-O Be3 Nh5 Qc1 Nf4 g3 Nd3 Qd2 N7c5 Kg2 f5 Bh6 fxe4 Ne1 Rf5 Bxg7 Kxg7 Nxe4 Nf4+ gxf4 Nxe4 Qe3 Rxf4 Nd3 Rh4 f4 exf4 Qxe4 Qg5+ Kf2 f3 Qe3 Qg2+ Ke1 Rf8 Nf2 Rxc4 Kd2 Rf5 Qe7+ Rf7 Qe3 Rf5 Qe7+ Rf7 Qe3 Rf5,C75,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,10,madatadam,kferapont,lichess
u6L2Tm6L,True,1501027328864.0,1501029126136.0,136,draw,draw,15+0,leyensau,2178,kferapont,2094,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 dxe5 dxe5 Qxd8 Rxd8 Bg5 Re8 O-O-O c6 h3 Na6 Kc2 Nc5 Bxf6 Bxf6 b4 Ne6 Bd3 Nf4 Rhg1 Nxd3 Rxd3 Be6 c5 Rad8 Rgd1 Rxd3 Rxd3 h6 a4 a6 Nd2 Rd8 Rxd8+ Bxd8 Nb3 f5 b5 axb5 axb5 cxb5 Nxb5 fxe4 Nd6 Bd5 g3 Be7 Nd2 Bxd6 cxd6 Kf7 Kc3 Ke6 Kb4 Kxd6 Nf1 Ke6 Ne3 Bc6 Kc5 h5 h4 Kf6 Ng2 Kf5 Ne3+ Kf6 Kd6 Bb5 Nd5+ Kf5 Ne3+ Kf6 g4 hxg4 Nxg4+ Kf5 Nxe5 Be8 Kd5 b5 Kd4 b4 Nc4 b3 Kc3 Kg4 Ne5+ Kxh4 Kxb3 Kg5 Kc3 Kf4 Kd4 g5 Kd5 Bb5 Nf7 Bd3 Kd4 g4 Ne5 Bb1 Kd5 Bd3 Kd4 Bf1 Nxg4 Kxg4 Kxe4 Bc4 f3+ Kg5 f4+ Kf6 f5 Ba2 Kf4 Bg8 Kg4 Ba2 Kf4 Bb1 Kg4 Bxf5+,E92,King's Indian Defense: Exchange Variation,13,leyensau,kferapont,lichess
aIsK6TJk,True,1501024966052.0,1501026570589.0,144,resign,black,15+0,kferapont,2104,fslima,2124,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Nde2 e6 g3 Be7 Bg2 O-O O-O a6 a4 Qb6 Be3 Qc7 h3 b6 f4 Bb7 g4 Rad8 g5 Ne8 f5 exf5 exf5 Ne5 Nd5 Bxd5 Bxd5 Nc4 Bc1 Qc5+ Kh1 Ne3 Bxe3 Qxe3 Rf3 Qe5 g6 hxg6 fxg6 Nf6 Bxf7+ Rxf7 gxf7+ Kxf7 Qd3 Qxb2 Qb3+ Qxb3 Rxb3 Rc8 Nd4 Rc4 c3 Nd5 Rf1+ Bf6 Rf3 Nxc3 Rbxc3 Rxd4 Rc6 Ke6 Rxb6 Rxa4 Rd3 Be5 Kg2 a5 Ra6 Ra2+ Kf3 a4 Kg4 Rg2+ Kf3 Rh2 Kg4 Ra2 Re3 Kf6 Rf3+ Kg6 Re3 Rg2+ Kf3 Rg3+ Ke2 Rg2+ Kf3 Rg3+ Kf2 Rg5 Rxa4 Kh5 Kf3 Rf5+ Ke2 g5 Rg4 Bf4 Re6 Rd5 Re8 Kg6 Re4 Kf5 Ra4 Rd2+ Kf3 Rd3+ Ke2 Rxh3 Rg2 d5 Ra5 Ke4 Ra4+ d4 Ra8 d3+ Kd1 Kf3 Rg1 Rh2 Rf8 Rd2+ Ke1 Ra2 Rf1+ Kg4 Rg1+ Bg3+ Kd1 Ra1+,B56,Sicilian Defense: Spielmann Variation,11,kferapont,fslima,lichess
